precinctname,masters_sen_pct,lake_gov_pct,finchem_sos_pct,hamadeh_atg_pct,tvotesrepgov,magafactor,magamean
0484 MANDALAY,39.897697,50.995026,37.700535,32.390747,402,.21671477,40.246002
0485 MANISTEE,41.26984,53.926701,45.402298,35.164837,191,.60465616,43.940918
0486 MANZANITA,40.948277,43.697479,41.777779,34.210526,238,-.0032978912,40.158516
0487 MARBLE CREEK,40,80,44.444443,22.222221,10,.81562853,46.666664
0488 MARICOPA,41.330647,43.129772,32.291668,35.196686,524,-.67028022,37.987194
0489 MARICOPA MOUNTAINS,57.142857,67.567566,51.612904,36.666668,37,1.8308544,53.247498
0490 MARIGOLD,42.904289,45.192307,35.563381,29.96633,312,-.30263326,38.406578
0491 MARIPOSA,49.621212,49.077492,49.23077,34.351147,271,.89526653,45.570156
0492 MARIVUE,51.351353,42.666668,41.044777,32.867134,150,.30117705,41.982483
0493 MARLETTE,38.076923,45.454544,38.539555,30.321285,539,-.86550146,38.098076
0494 MARLEY PARK,52.992702,63.09013,46.923077,43.75,699,2.1202965,51.688976
0495 MARTIN,44.166668,60.975609,50.854702,33.333332,246,1.3490467,47.332577
0496 MARYLAND,43.85965,50.877193,45.454544,33.333332,57,.89588821,43.38118
0497 MARYVALE,43.624161,48.051949,43.448277,34.666668,154,.43299788,42.447762
0498 MAYBERRY,39.259853,44.514603,44.089733,39.849625,1267,.73438853,41.928452
0499 MAYFLOWER,37.987679,46.015938,38.752785,30.555555,502,-.66827857,38.327988
0500 MCAFEE PLACE,34.482758,43.75,33.139534,30,176,-1.5312914,35.343071
0501 MCCORMICK RANCH,32.222935,37.186543,31.586021,31.586021,1635,-1.3327289,33.145378
0502 MCDONALD,38.974358,42.786068,30.81081,39.890709,201,-.64229774,38.115486
0503 MCDOWELL,30.76923,37.704918,28.301888,23.85321,122,-2.4136868,30.15731
0504 MCKELLIPS PARK,42.331287,47.619049,34.86842,40.99379,168,.34245872,41.453136
0505 MCKEMY,38.808372,42.96875,36.888111,29.898649,640,-.67405772,37.140972
0506 MCQUEEN,43.424316,49.880669,45.194805,37.390213,838,.72228599,43.9725
0507 MEADOWBROOK,43.137257,46.153847,42.222221,34.782608,52,.49407303,41.573982
0508 MEGAN,39.59647,49.694748,40.322582,34.217506,819,.51538116,40.957825
0509 MERCER,51.823418,56.120529,50.099403,40.275047,531,1.9178913,49.579597
0510 MESA GRAND,29.076086,43.324249,32.664757,32.758621,367,-1.6582038,34.455929
0511 MESA LINDA,38.251366,43.04813,44.827587,33.427761,374,-.28949365,39.88871
0512 MESA VISTA,38.583817,46.077034,39.117199,31.034483,701,-.46197215,38.703133
0513 MESQUITE,51.789078,58.317757,48.088531,39.447731,535,1.8466913,49.410774
0514 METRO,33.816425,40.284359,35.532993,32,211,-.92436671,35.408443
0515 MICHELLE,46.483181,49.704144,37.142857,36.419754,338,.51233488,42.437485
0516 MILKY WAY,42.214535,51.247921,46.238533,31.607143,601,.46461874,42.827034
0517 MILLER,38.983051,45.901638,43.333332,40.677967,61,.48323682,42.223999
0518 MILLS,33.73494,45.454544,45,40.476189,88,.23576604,41.16642
0519 MIMOSA,34.217686,37.884872,39.285713,29.123533,1494,-.82974321,35.127953
0520 MINNEZONA,44,49.333332,57.35294,29.729731,75,.24431939,45.104
0521 MIRADA,42.387543,48.370499,36.823105,32.014389,583,.11387513,39.898884
0522 MISSION,40.13158,49.512985,43.055557,31.958763,616,-.043288369,41.164722
0523 MITCHELL PARK,39.007092,44.755245,36.153847,28.244274,143,-1.2709994,37.040115
0524 MOBILE,11.111111,11.111111,50,11.111111,9,-2.3478436,20.833332
0525 MOHAVE,38.522427,45.235069,34.91848,32.506886,787,-.43934685,37.795715
0526 MOHAWK,52.413792,60.948082,44.85294,39.667458,443,1.7839663,49.470566
0527 MOLLY,50.56818,56.721916,54.580898,44.508671,543,2.2918835,51.594917
0528 MONROE,41.07143,44.067795,31.192661,30.357143,118,-.92073566,36.672256
0529 MONTE CRISTO,32.693913,40.501213,30.162811,29.026701,1237,-1.2893664,33.096161
0530 MONTE VISTA,36.923077,45.454544,49.206348,16.923077,66,-.95356786,37.126762
0531 MONTEBELLO,32.478634,47.5,40.707966,33.04348,120,-.54394597,38.432518
0532 MONTEROSA,32.467533,35.768261,28.693182,26.256983,397,-1.9570198,30.79649
0533 MONTOYA,44.386421,55.089821,45.943398,35.283363,1169,1.0006361,45.175751
0534 MOON VALLEY,34.900116,39.485458,26.765799,28.143713,894,-1.4977227,32.323772
0535 MORRISTOWN,38.486843,53.896103,46.42857,33.220341,308,.78857356,43.007965
0536 MOUNTAIN GATE,43.708611,48.932678,40,37.985867,609,.4201166,42.656788
0537 MOUNTAIN SKY,37.179485,43.359818,29.397591,28.912785,881,-.99018699,34.712418
0538 MOUNTAIN VISTA,44.976078,43.786983,42.983566,35.784313,845,.45312741,41.882736
0539 MOUNTAINSIDE,38.337181,43.810951,33.146519,32.675613,1333,-.24485847,36.992565
0540 MOYA,22.222221,44.444443,16.666666,11.111111,18,-2.6878171,23.611111
0541 MUMMY MOUNTAIN,40.269279,46.841476,39.974457,31.210987,839,.0092417169,39.574051
0542 MUSKET,41.706161,50.450451,48.96907,31.067961,222,.43736884,43.048412
0543 MUSTANG,36.080002,43.374424,31.147541,32.432434,1298,-.76885211,35.758598
0544 MYRTLE,55.555557,66.666664,55.555557,38.888889,18,1.0110996,54.166668
0545 MYSTIC,42.442562,50.881317,41.206676,35.234474,851,.33129141,42.441257
0546 NEELY,30.985916,41.496597,42.748093,25.362318,147,-1.0670053,35.148232
0547 NEW RIVER,49.314251,59.347698,51.356468,36.257668,1717,1.733059,49.069023
0548 NICOLET,38.73016,50.773994,37.873753,29.617834,323,-.19770154,39.248936
0549 NIGHTINGALE,43.026318,44.72681,39.693592,31.38587,787,-.11893386,39.708149
0550 NORTERRA,45.525726,48.260868,40.636044,34.514286,920,.42615849,42.23423
0551 NORTH,36.708862,53.164558,24.324324,39.726028,79,.1462834,38.480942
0552 NORTH HIGH,36.974789,37.344398,27.678572,30.088495,241,-1.9510399,33.021564
0553 NORTH MOUNTAIN,44.444443,56.25,44.354839,33.870968,128,.66584706,44.730064
0554 NORTON,41.666668,41.346153,41.489361,32.63158,104,-.33114946,39.28344
0555 NVP 1,,,,,0,,
0556 NVP 10,,,,,0,,
0557 NVP 11,,,,,0,,
0558 NVP 12,,,,,0,,
0559 NVP 13,,,,,0,,
0560 NVP 14,,,,,0,,
0561 NVP 15,,,,,0,,
0562 NVP 16,,,,,0,,
0563 NVP 17,,,,,0,,
0564 NVP 18,,,,,0,,
0565 NVP 19,,,,,0,,
0566 NVP 2,,,,,0,,
0567 NVP 20,,,,,0,,
0568 NVP 21,,,,,0,,
0569 NVP 22,,,,,0,,
0570 NVP 23,,,,,0,,
0571 NVP 3,,,,,0,,
0572 NVP 4,,,,,0,,
0573 NVP 5,,,,,0,,
0574 NVP 6,,,,,0,,
0575 NVP 7,,,,,0,,
0576 NVP 8,,,,,0,,
0577 NVP 9,,,,,0,,
0578 OAK PARK,34.567902,47.619049,45.454544,31.645569,84,-.67376614,39.821766
0579 OAKGROVE,40.716614,47.352024,40.780144,31.849316,321,.011675774,40.174522
0580 OAKHURST,44.244606,45.32872,36.431229,36.059479,289,.18521485,40.516006
0581 OAKTREE,34.186749,39.048992,34.658188,28.043144,694,-1.4117656,33.984268
0582 OAKWOOD COUNTRY CLUB,32.771896,31.203007,36.934155,25.259003,2128,-1.5515529,31.542015
0583 OASIS,40.112995,47.014927,41.468254,28.094303,536,-.10303888,39.172619
0584 OCOTILLO,46.107784,52.906979,46.540882,33.742332,172,.76073033,44.824493
0585 OLD WEST,42.127659,48.535564,40.666668,30.666666,478,-.29946059,40.499138
0586 OLIVE,34.319527,38.766006,32.806805,30.429594,859,-.92435759,34.080482
0587 OLNEY,55.440414,56.14035,49.197861,35.064934,399,1.4594772,48.960892
0588 ONYX,41.778976,49.868767,41.225628,34.254143,381,.16943233,41.781879
0589 OPTIMIST,35.974644,41.112827,43.143814,31.125828,647,-.70306313,37.839279
0590 ORANGE TREE,37.68116,40.758293,34.508816,25.440805,422,-.98725617,34.597267
0591 ORANGEWOOD,29.885057,32.876713,32.448376,19.252874,365,-2.9276505,28.615755
0592 ORANGEWOOD FARMS,42.63158,56.122448,37.777779,36.413044,196,.21630903,43.236214
0593 ORCHID,47.196262,60.305344,50,40.710823,655,1.6498654,49.553108
0594 OREGON,33.105801,41.390728,35.971222,30.208334,302,-1.5053544,35.169022
0595 ORME,47.513813,50.136986,49.090908,30.144928,365,.87562257,44.221657
0596 OSUNA PARK,38.163265,49.593494,34.968018,28.392485,492,-.42253098,37.779316
0597 OVAL,43.08094,58.395988,35.694824,40.909092,399,1.0141168,44.52021
0598 PAINTED MOUNTAIN,37.662338,49.583332,43.074581,34.477612,720,-.25390062,41.199467
0599 PAIUTE,49.41452,55.452435,44.132652,39.119804,431,1.1406711,47.029854
0600 PALISADES,35.082874,47.153027,32.606636,35.367016,1124,-.16917403,37.552387
0601 PALM,35.384617,53.125,32.203388,33.333332,64,-.084446304,38.511585
0602 PALM GARDENS,27.586206,46.551723,39.285713,29.824562,58,-.850532,35.81205
0603 PALM HARBOR,40.967743,49.050632,45.762711,30.693069,316,-.10595962,41.618538
0604 PALM RIDGE,34.055904,38.972641,41.577061,30.977011,1791,-.41466123,36.395653
0605 PALM SHADOWS,39.371532,55.272728,49.115913,36.53846,550,.86884147,45.074657
0606 PALM VALLEY,41.308411,47.292419,46.771038,35.047619,554,.4239656,42.604874
0607 PALMBROOK,41.841003,51.888668,45.788338,35.531914,503,.51257241,43.762482
0608 PALMDALE,54.128441,57.142857,48.514851,24.038462,112,1.084691,45.956154
0609 PALMER,35.897434,42.5,39.361702,29.015545,200,-1.1881388,36.693672
0610 PALO BLANCO,37.110481,50.137741,39.164085,31.570997,726,.4388501,39.495827
0611 PALO CRISTI,31.761787,24.734982,24.833998,19.367588,849,-3.4131677,25.174589
0612 PALO VERDE,40.716614,48.301487,35.730335,36.692223,942,.31831825,40.360165
0613 PALOMINO,39.924671,47.905281,40.466927,31.48855,549,.12992643,39.946358
0614 PAPAGO PARK,39.215687,46.296295,42.26804,23.469387,108,-.92630231,37.812351
0615 PARADA,42.857143,45.744682,37.209301,28.160919,188,-.85907173,38.493011
0616 PARADISE,46.792454,54.347828,43.560608,34.831459,276,1.0232474,44.883087
0617 PARADISE PARK,48.366013,50.638298,42.117119,36.241611,470,.62304205,44.340759
0618 PARK CENTRAL,35.054348,39.743591,31.976744,28.045326,390,-1.8092726,33.705002
0619 PARK MEADOWS,41.552513,49.555557,35.476189,37.002342,450,.064282566,40.896652
0620 PARKRIDGE,45.018452,53.812057,40.535183,33.992466,1128,.60589379,43.339539
0621 PARKWOOD,47.472527,56.709957,40.380047,34.022987,462,.76331538,44.646378
0622 PASEO,41.295547,55.555557,36.595745,34.959351,252,.79634649,42.101551
0623 PAYNE,45.490196,59.469696,44.155846,35.537189,264,1.4650458,46.163231
0624 PEACH TREE,40.325203,40.597954,39.205528,31.75,1271,-.34585035,37.969673
0625 PEAK VIEW,41.289703,45.018799,34.42786,34.095428,1064,-.053493157,38.707947
0626 PEBBLE CREEK,30.531118,32.719189,38.917263,26.368492,3148,-1.1218171,32.134014
0627 PECK,38.383839,52.475246,41.489361,37.234043,101,.38324699,42.395622
0628 PECOS,39.225807,43.631779,38.400002,32.939632,793,-.34913868,38.549305
0629 PEE-POSH,50,80,50,10,10,1.3455282,47.5
0630 PEGASUS,43.084259,51.557632,44.804089,38.047138,642,1.0058404,44.37328
0631 PENA,52.083332,51.034481,51.470589,30.714285,145,.81990045,46.325672
0632 PENNY LANE,29.310345,44.537815,48.245613,24.770641,119,-.73964274,36.716103
0633 PEORIA HEIGHTS,41.610737,57.049179,46.666668,34.237289,305,1.1372387,44.890968
0634 PEPPERWOOD,46.350365,59.139786,43.243244,34.962406,279,.99373603,45.92395
0635 PERRY PARK,47.5,50,35.897434,45,44,.10523266,44.599358
0636 PERRYVILLE,38.18182,51.282051,28.971962,28.037384,117,-.57726115,36.618305
0637 PHELPS,46.784565,56.259907,44.610283,39.314846,631,1.3924878,46.742401
0638 PICADILLY,34.042553,36.549164,27.676767,25.301205,539,-2.0590377,30.892422
0639 PIERCE,39.130436,44.214874,38.738739,32.300884,242,-.80306989,38.596233
0640 PILGRIM,39.285713,39.897259,40.808823,27.377777,1168,-.68168837,36.842392
0641 PILLAR,44.390244,50.238094,49.354004,40.920715,420,.99965036,46.225765
0642 PIMA,35.714287,46.546051,34.900543,29.982363,608,-.63088816,36.785812
0643 PINE VALLEY,38.871475,45.161289,37.086094,34.967319,992,-.34892932,39.021545
0644 PINNACLE PEAK,35.333332,36.607727,32.660168,29.763561,1527,-.86401176,33.591198
0645 PINNACLE WEST,35.181644,38.046513,28.003973,28.115654,1075,-1.2088307,32.336945
0646 PINON,42.857143,48.677883,37.075718,37.709137,832,.29597291,41.579971
0647 PINTO,40.636044,44.148319,36.52174,32.797031,863,-.31314293,38.525784
0648 PIONEER,37.64706,50.968994,36.550308,37.322514,516,.058265138,40.622219
0649 POCO BUENO,41.605839,45.798817,37.615894,30.264816,845,-.21870722,38.821342
0650 POINCIANA,36.894409,43.990383,36.170212,28.181818,832,-.47751382,36.309204
0651 POINSETTIA,37.606838,52.941177,39.545456,40.707966,238,.74075508,42.700359
0652 POINTE,,,,,0,,
0653 POLK,47.36842,40,36.842106,26.31579,20,-1.9540219,37.63158
0654 PONDEROSA,48.913044,52.83688,41.06464,33.455883,282,.82534671,44.067612
0655 PORT ROYALE,43.236073,48.484848,41.379311,33.681461,396,.27832854,41.695423
0656 PORTER,33.9823,45.753899,34.935307,29.945553,577,-1.1073296,36.154266
0657 PORTLAND,49.166668,53.846153,40.444443,36.051502,247,.96799541,44.87719
0658 PORTOBELLO,39.824303,45.106384,38.366718,27.164179,705,-.31899548,37.615395
0659 POWDERHORN RANCH,35.369774,40.247677,26.688103,32.899021,323,-1.3164634,33.801144
0660 POWER RANCH,49.243855,53.611111,45.257732,44.044044,1080,1.7180041,48.039185
0661 PRASADA,49.494949,58.284599,48.547718,41.851105,513,1.6927137,49.544594
0662 PRINCESS,47.480621,51.335876,38.114754,41.717793,524,1.065258,44.662262
0663 PUEBLO,41.721855,47.323341,33.412888,32.3741,467,-.24190179,38.708046
0664 PUEBLO GRANDE,34.615383,56.363636,48.936169,29.411764,55,.20476992,42.331738
0665 PURPLE SAGE,44.954128,53.603603,45.370369,31.651377,222,.39309502,43.894871
0666 PYRAMID PEAK,39.245667,48.508945,41.918102,31.865828,1006,.071001634,40.384636
0667 QUAIL RUN,36.918991,47.712418,41.258739,33.060108,765,.026470223,39.737564
0668 QUEEN CREEK,49.64706,58.275864,47.461929,41.820419,870,1.8991808,49.301319
0669 QUENTIN,49.358974,55.696201,43.356644,37.086094,158,.96318597,46.374477
0670 RAINBOW VALLEY,43.26923,57.311321,52.658226,37.07317,424,1.2918377,47.577988
0671 RAINTREE,42.462845,48.240166,36.241611,39.293598,483,.32107008,41.559555
0672 RANCHO,34.808258,37.016575,29.320988,26.888218,362,-2.1575396,32.008511
0673 RANCHO MIRAGE,54.761906,58.229813,47.804878,32.903225,644,1.2824665,48.424957
0674 RANCHO PALOMA,48.695652,54.312798,45.641026,36.767677,1055,1.3730444,46.354286
0675 READE,41.599998,45.669292,42.608696,25.203253,127,-.56044322,38.770309
0676 RED MOUNTAIN,34.010601,45.571796,42.438129,33.815552,1163,-.3792038,38.959019
0677 REDDEN,35.598705,41.121494,30.952381,25.252525,321,-1.7235061,33.231277
0678 REDSTONE,35.214008,40.796963,38.229168,34.517765,1054,-.27217555,37.189476
0679 REDWING,40,48.361935,38.552189,34.19244,641,-.095453352,40.276642
0680 REED PARK,40.350876,48.57143,40.506329,37.65432,175,-.18321343,41.770737
0681 REEMS,46.271187,57.52066,45.936398,36.474693,605,1.2431276,46.550735
0682 REFLECTION,32.846714,39.007092,39.534885,21.09375,141,-1.8481971,33.120609
0683 REGAL,38.682255,44.421272,35.039818,34.433445,959,-.31461298,38.144196
0684 RESERVE,45.510838,51.506023,40.728477,40.575081,332,.69584757,44.580105
0685 RHODES,39.403973,51.757187,34.013607,30.872482,313,-.10962058,39.01181
0686 RIATA,40.637451,54.738876,40.124741,39.425053,517,.92476571,43.731529
0687 RIDGEWOOD,46.288208,53.371593,49.068321,41.327301,697,1.4559695,47.513855
0688 RIMROCK,33.483147,38.688526,38.35947,26.27907,915,-1.0521113,34.202553
0689 RIO MONTANA,38.767124,44.892471,34.909595,39.082058,744,.056540925,39.412811
0690 RIO PASEO,40.89027,47.599998,45.576706,32.216217,1000,.18165573,41.570797
0691 RIO SALADO,42.328041,55.102039,43.093922,22.527473,196,-.38768655,40.762871
0692 RIO VERDE,37.926567,50.680851,42.605949,36.889694,2350,.74959534,42.025764
0693 RITTENHOUSE,45.615276,59.106529,47.878788,34.589802,1455,1.3060433,46.7976
0694 RIVERSIDE,43.26923,54.71698,41.304348,36.363636,106,.18886055,43.913548
0695 RIVERVIEW,35.103928,39.863327,35.071091,26.73031,439,-1.4404546,34.192165
0696 RIVIERA,44.878048,51.184834,37.468983,36.138615,422,.66432106,42.417618
0697 ROADMASTER,48.5,54.368931,41.62162,41.96891,206,1.0946463,46.614864
0698 ROADRUNNER,31.666666,33.333332,41.509434,17.241379,60,-1.8188882,30.937702
0699 ROBBINS BUTTE,46.296295,62.962963,65.384613,33.962265,54,2.1670871,52.151535
0700 ROCKLEDGE,37.473682,47.19101,36.894272,33.441208,979,-.37680647,38.750042
0701 ROCKWOOD,44.131454,49.537037,43.349754,32.843136,216,.63850123,42.465347
0702 ROESER,47.2103,49.367088,45.535713,27.155172,237,-.020701641,42.31707
0703 ROLLING HILLS,37.037037,42.985073,40.065147,29.042904,335,-1.1209409,37.282539
0704 ROMA,52.777779,61.061947,34.905659,31.067961,113,.96212405,44.953335
0705 ROMA PARK,40,54.347828,37.5,45.238094,46,.32960352,44.271481
0706 ROSE,39.619049,44.464943,35.420742,25.145067,542,-.41512927,36.162449
0707 ROSE GARDEN,40.953949,53.870968,52.166378,31.028667,620,.73917061,44.50499
0708 ROSE MOFFORD,43.877552,47.524754,35.869564,29.292929,101,.27044496,39.141201
0709 ROTARY PARK,35.756386,41.729324,32.57732,25.760649,532,-1.3122438,33.955921
0710 ROVEY,34.146343,36.68639,24.050632,28.125,338,-1.9248652,30.75209
0711 ROYAL OAK,32.173912,37.963943,37.113403,29.411764,943,-1.204788,34.165756
0712 RUBY,39.432991,42.355888,37.465565,27.466667,399,-1.1102724,36.680279
0713 RUSSET,45.519714,56.199306,42.435898,31.644005,863,.84407747,43.94973
0714 SADDLE RIDGE,38.418476,42.778542,41.384388,30.620985,1454,-.27781078,38.300598
0715 SAGEBRUSH,42.025471,48.929844,39.767593,36.489899,1682,.35901901,41.8032
0716 SAGUARO,35.321716,46.440235,30.36577,32.07283,1531,-.40117434,36.050137
0717 SAHUARO RANCH,38.337803,48.177082,43.539326,31.266846,384,.040811211,40.330265
0718 SALOME,50.993378,51.298702,48.29932,29.333334,154,.94541609,44.981182
0719 SALT RIVER,40.765766,45.140388,39.568344,23.255814,463,-.85774881,37.182579
0720 SAN ANGELO,37.398373,47.949528,41.426147,33.053692,634,.032893632,39.956936
0721 SAN LUCY,0,0,0,0,1,-7.0881362,0
0722 SAN MARCOS,42.068966,49.169434,38.545456,38.848923,301,.086782522,42.158195
0723 SAN MICHELLE,39.100079,48.328266,41.162029,32.128513,1316,-.1839022,40.179722
0724 SAN MIGUEL,50.505051,58,46.666668,40,100,1.5065625,48.792931
0725 SAN MONTEGO,53.968254,60.317459,57.627117,37.288136,63,1.9721898,52.30024
0726 SAN PEDRO,38.815788,46.855347,42.662117,31.879194,318,-.23420486,40.053112
0727 SAN SIMON,31.830238,40.350876,30.812325,34.818943,399,-1.0292711,34.453094
0728 SAN VICTOR,38.353764,45.826237,33.21101,30.727272,587,-.51407331,37.029572
0729 SANDIA,36.483932,44.79554,36.38171,30.919765,538,-.72459817,37.145237
0730 SANDPIPER,39.740261,49.240505,41.07143,37.380627,790,.47220585,41.858208
0731 SANTA FE,43.506493,47.8125,48.442905,32.781456,320,.42735338,43.135838
0732 SANTA MARIA,43.589745,56.25,38.666668,29.870131,80,.35173985,42.094135
0733 SANTAN,43.521595,57.467533,44.280441,41.155235,308,1.5997478,46.606201
0734 SANTO,38.05875,42.35006,30.11734,32.985657,817,-.68704855,35.877953
0735 SARATOGA,39.411766,41.991341,34.862385,30.298508,693,-.29510352,36.640999
0736 SARIVAL,46.199409,53.928226,47.379238,38.211384,1031,1.2487589,46.429565
0737 SCOTTSDALE,48.888889,46.38298,30.373833,31.422018,470,-.11928412,39.26693
0738 SCUDDER,33.779762,42.424244,36.970684,33.544304,693,-.89726901,36.679749
0739 SELLS,50.524933,59.662777,45.098038,35.519127,771,1.499492,47.701218
0740 SENNIA VISTA,38.918919,44.615383,38.505749,32.608696,195,-.40723619,38.662186
0741 SENTINEL,40,100,50,25,6,3.0352445,53.75
0742 SENTRY,43.947369,53.435116,36.065575,38.482384,393,.97463804,42.982613
0743 SEVILLA,40.294117,52.722061,46.46154,32.937687,349,.54014409,43.103851
0744 SEVILLE,42.426273,52.761532,36.948662,39.662449,1539,1.0612267,42.94973
0745 SHADOW ROCK,33.030304,38.505749,32.492115,28.105591,696,-1.447456,33.03344
0746 SHADY GLEN,42.57143,58.426968,39.329269,29.585798,356,.74182647,42.478367
0747 SHALIMAR,35.245903,40,34.497818,31.390135,250,-1.2277615,35.283463
0748 SHASTA,35.267036,40.616501,37.319191,30.27179,1103,-.49952531,35.868629
0749 SHAW BUTTE,38.716816,44.759827,37.354988,27.5,458,-.43321666,37.082909
0750 SHEA,37.200001,47.244095,40.707966,37.759335,254,.14535309,40.727848
0751 SHEENA,36.997318,43.512451,38.202248,32.913166,763,-.62571764,37.906296
0752 SHEFFIELD,35.555557,36.842106,28.235294,27.272728,95,-2.5069206,31.976421
0753 SIERRA HILLS,37.069725,39.297947,30.727272,33.938293,1168,-.80217218,35.258308
0754 SIERRA MADRE,36.195507,47.718384,42.918453,28.254848,767,-.31957287,38.771797
0755 SIERRA PASS,36.212624,38.505749,35.346359,28.533333,1218,-1.0243435,34.649517
0756 SIERRA VERDE,42.038216,50.519749,42.369022,31.390135,481,.30339807,41.579281
0757 SIERRA VISTA,42.64706,48.936169,34.615383,31.851852,141,-.15130262,39.512615
0758 SIESTA,38.011696,52.33918,46.951218,35.168194,342,.50033206,43.117573
0759 SILVER CREEK,46.559849,60.634327,49.491871,40.019764,1072,1.8444699,49.176453
0760 SILVER SPUR,35.509903,37.652111,26.506023,34.992344,1397,-.86355513,33.665096
0761 SILVERADO,40.740742,44.047619,41.324921,29.268293,336,-.5863812,38.845394
0762 SIMIS,30.275229,33.768116,27.099842,28.100471,690,-2.4637954,29.810915
0763 SKY HAWK,34.336285,38.927334,40.111938,32.446808,578,-.34392607,36.455589
0764 SKY VIEW,40.987125,49.789917,46.082951,36.42384,476,.76297104,43.320957
0765 SLEEPY RANCH,45.839417,53.008595,42.857143,37.614677,698,.95726025,44.829956
0766 SOLANO,26.279863,35.256409,27.659575,25.270758,312,-2.3691976,28.616652
0767 SOLCITO,26.851852,24.62908,17.948717,16.403786,337,-4.4813819,21.458359
0768 SOLEDAD,46.325878,59.047619,48.026318,37.623764,315,1.3132132,47.755894
0769 SONOQUI,43.770386,56.40863,41.937817,38.563457,1576,1.0672621,45.170074
0770 SOSSAMAN,42.181236,56.112854,43.059238,38.586029,1276,1.0836287,44.98484
0771 SOUTH MTN HIGH,42.708332,42.857143,36.559139,35.106384,98,-.55939251,39.307751
0772 SOUTH MTN PARK,28.985508,42.028984,26.153847,41.791046,69,-1.3059994,34.739845
0773 SOUTH MTN PARK EAST,,,,,0,,
0774 SOUTH MTN PARK NE,,,,,0,,
0775 SOUTH MTN PARK SE,,,,,0,,
0776 SOUTH MTN PARK SOUTH,,,,,0,,
0777 SOUTH MTN PARK SW,,,,,0,,
0778 SOUTHERN,37.864079,50.96154,42.553192,30.612246,104,-.22463329,40.497765
0779 SPANISH GARDEN,38.156029,40.275864,42.465752,35.209236,725,.074204907,39.026718
0780 SPRINGFIELD,37.992832,47.183098,45.692883,24.242424,284,-.7530722,38.777809
0781 SPRINGS,36.222912,45.645645,37.248322,28.990229,333,-.59566081,37.026775
0782 SPRUCE,40.151516,49.624062,38.842976,37.121212,133,.25766096,41.43494
0783 SPUR,46.889088,51.03986,40.401146,44.516129,1154,1.2861229,45.711555
0784 ST CHRISTOPHER,37.250553,42.197803,42.757008,27.842228,455,-.43237627,37.511898
0785 ST FRANCIS,38.367348,43.47826,38.596493,31.063829,253,-.45920369,37.876484
0786 ST MORITZ,46.218487,52.066116,39.092873,36.051502,484,.8804847,43.357246
0787 STARDUST,38.19302,46.963562,36.53846,33.958332,494,-.082532637,38.913345
0788 STARLIGHT,43.26923,52.830189,56,36.53846,106,1.3169663,47.15947
0789 STELLA,35.59322,46.486488,44.508671,32.947975,185,.13921234,39.884087
0790 STELLAR,38.888889,44.489384,36.201118,31.011969,989,-.65707111,37.647839
0791 STONEGATE,41.759998,43.67284,38.741722,37.479271,648,.48213676,40.41346
0792 STRADA,44.444443,66.666664,11.111111,33.333332,9,.73386508,38.888885
0793 STUMP,45.614037,43.548386,28.813559,27.868853,62,-.51852357,36.461208
0794 SUMMERSIDE,43.243244,53.543308,38.395416,35.933147,381,.041263547,42.778778
0795 SUMMERSTAR,31.325302,35.225048,39.69957,30.208334,511,-1.096187,34.114563
