state,jurisdiction,precinct_id,total_turnout_2022,precinct_cbs,county,n,ind,dem,rep,vote10,vote12,vote14,vote16,vote18,vote20,p_male,p_fem,p_age1,p_age2,p_age3,p_age4,p_race1,p_race2,p_race3,p_race4,p_ind,p_dem,p_rep,p_noncol,p_col,p_race1_noncol,p_race1_col
AZ,MARICOPA,0174 COTTONWOOD COUNTRY CLUB,2294,04013_0174 COTTONWOOD COUNTRY CLUB,MARICOPA,4356,972,1075,2055,2025,2118,1902,2685,2841,3528,0.439641297,0.560358703,0.016777752,0.028269363,0.182716617,0.772236268,0.928604224,0.004132231,0.04040404,0.026859504,0.236957582,0.262067284,0.500975134,0.512964314,0.487035686,0.474950072,0.453654152
AZ,MARICOPA,0175 COUNTRY GABLES,299,04013_0175 COUNTRY GABLES,MARICOPA,1414,465,373,494,523,548,371,671,641,973,0.471174377,0.528825623,0.212164074,0.255304102,0.314002829,0.218528996,0.748231966,0.009193777,0.195898161,0.046676096,0.349099099,0.28003003,0.370870871,0.730892358,0.269107642,0.535039919,0.213192048
AZ,MARICOPA,0176 COUNTRY MEADOWS,149,04013_0176 COUNTRY MEADOWS,MARICOPA,894,311,282,242,311,338,186,422,406,614,0.481313703,0.518686297,0.180089485,0.300894855,0.307606264,0.211409396,0.643176734,0.027964206,0.29082774,0.03803132,0.37245509,0.337724551,0.289820359,0.643168559,0.356831441,0.400976843,0.242199891
AZ,MARICOPA,0177 COVINA,974,04013_0177 COVINA,MARICOPA,3131,873,649,1452,1511,1564,1019,1851,1710,2380,0.473988439,0.526011561,0.181092303,0.246885979,0.314595976,0.257425743,0.808367934,0.003193868,0.157777068,0.030661131,0.293544048,0.218224613,0.488231338,0.622698362,0.377301638,0.494100909,0.314267025
AZ,MARICOPA,0178 COYOTE BASIN,788,04013_0178 COYOTE BASIN,MARICOPA,2795,935,724,1030,964,1024,613,1375,1276,2139,0.484651499,0.515348501,0.122405154,0.363278454,0.348604152,0.165712241,0.772093023,0.005724508,0.079069767,0.143112701,0.347712904,0.269245073,0.383042023,0.529134568,0.470865432,0.407045475,0.365047548
AZ,MARICOPA,0179 COYOTE HILLS,1556,04013_0179 COYOTE HILLS,MARICOPA,4413,1140,726,2299,1979,2070,1289,2542,2332,3492,0.491340018,0.508659982,0.164287333,0.23453433,0.381146612,0.220031724,0.831633809,0.005891684,0.089281668,0.073192839,0.273709484,0.174309724,0.551980792,0.54179251,0.45820749,0.444521038,0.387112771
AZ,MARICOPA,0180 COYOTE LAKES,533,04013_0180 COYOTE LAKES,MARICOPA,2132,692,451,868,665,712,443,972,946,1516,0.464908149,0.535091851,0.155253283,0.262664165,0.296435272,0.28564728,0.789868668,0.019230769,0.134146341,0.056754221,0.344107409,0.224266534,0.431626057,0.626580529,0.373419471,0.486755829,0.303112839
AZ,MARICOPA,0181 CRABAPPLE,694,04013_0181 CRABAPPLE,MARICOPA,3073,946,527,1482,748,837,417,1259,1098,2194,0.48034076,0.51965924,0.198177677,0.3908233,0.277253498,0.133745526,0.796593515,0.009498854,0.148378644,0.045528988,0.320135364,0.178341794,0.501522843,0.605077882,0.394922118,0.467554022,0.329039493
AZ,MARICOPA,0182 CREEDANCE,1291,04013_0182 CREEDANCE,MARICOPA,4225,1207,908,1844,1735,1826,1135,2345,2150,3275,0.481331748,0.518668252,0.173491124,0.290414201,0.337514793,0.198579882,0.848757396,0.006863905,0.099881657,0.044497041,0.304874968,0.229350846,0.465774185,0.591634487,0.408365513,0.494366675,0.354390722
AZ,MARICOPA,0183 CREIGHTON,265,04013_0183 CREIGHTON,MARICOPA,3463,1210,1589,497,1068,1095,724,1491,1392,2166,0.502325581,0.497674419,0.267475448,0.293471982,0.260831889,0.178220682,0.423621138,0.015882183,0.520646838,0.039849841,0.36711165,0.482099515,0.150788835,0.773628792,0.226371208,0.310302476,0.113318662
AZ,MARICOPA,0184 CRESCENT,598,04013_0184 CRESCENT,MARICOPA,1129,207,243,605,454,468,427,632,720,918,0.439716312,0.560283688,0.007978723,0.015070922,0.117907801,0.859042553,0.946855624,0.002657219,0.028343667,0.02214349,0.196208531,0.230331754,0.573459716,0.534619618,0.465380382,0.50275633,0.444099294
AZ,MARICOPA,0185 CRISMON,1179,04013_0185 CRISMON,MARICOPA,4715,1461,1465,1515,1979,2044,1348,2608,2503,3557,0.495311168,0.504688832,0.171016338,0.28113728,0.310842351,0.237004031,0.758752387,0.008911521,0.165499682,0.06683641,0.328979959,0.329880658,0.341139383,0.583934642,0.416065358,0.431158703,0.327593685
AZ,MARICOPA,0186 CROCUS,675,04013_0186 CROCUS,MARICOPA,1790,493,416,782,795,828,560,1009,973,1384,0.473743017,0.526256983,0.095584125,0.185019564,0.294577977,0.424818334,0.882122905,0.003910615,0.090502793,0.023463687,0.291543465,0.246008279,0.462448255,0.651256137,0.348743863,0.569218294,0.312904611
AZ,MARICOPA,0187 CROSBY,502,04013_0187 CROSBY,MARICOPA,1314,283,378,565,549,570,494,747,784,1007,0.428789033,0.571210967,0.029748284,0.03279939,0.224256293,0.713196034,0.892694064,0.00913242,0.072298326,0.02587519,0.230831974,0.308319739,0.460848287,0.685827524,0.314172476,0.608747773,0.283946291
AZ,MARICOPA,0188 CROSSROADS PARK,807,04013_0188 CROSSROADS PARK,MARICOPA,2969,945,743,1125,945,1027,570,1417,1348,2178,0.487057221,0.512942779,0.182553048,0.302795554,0.344897272,0.169754126,0.778039744,0.018187942,0.137420007,0.066352307,0.335940277,0.264130821,0.399928902,0.529153803,0.470846197,0.399318522,0.378721222
AZ,MARICOPA,0189 CRYSTAL GARDENS,630,04013_0189 CRYSTAL GARDENS,MARICOPA,5165,1908,1850,1183,1524,1637,854,2198,2082,3388,0.476237043,0.523762957,0.226331075,0.279767667,0.31945789,0.174443369,0.458083253,0.042594385,0.436205227,0.063117135,0.386156648,0.374418134,0.239425218,0.670036962,0.329963038,0.293828676,0.164254577
AZ,MARICOPA,0190 CULLUMBER,424,04013_0190 CULLUMBER,MARICOPA,1526,479,399,557,619,659,445,820,786,1156,0.481262327,0.518737673,0.178360656,0.245245902,0.278688525,0.297704918,0.747051114,0.00982962,0.190694626,0.05242464,0.333797909,0.27804878,0.38815331,0.586336159,0.413663841,0.424519915,0.322531199
AZ,MARICOPA,0191 CULVER,89,04013_0191 CULVER,MARICOPA,1986,766,922,225,541,565,324,750,636,1049,0.458924949,0.541075051,0.346095718,0.24534005,0.230730479,0.177833753,0.173716012,0.005538771,0.794561934,0.026183283,0.400418191,0.481965499,0.117616309,0.839532834,0.160467166,0.143680918,0.030035094
AZ,MARICOPA,0192 DAHLIA,556,04013_0192 DAHLIA,MARICOPA,1904,565,500,746,775,816,568,1039,963,1345,0.483597884,0.516402116,0.17130846,0.228060956,0.322122964,0.27850762,0.769957983,0.010504202,0.176470588,0.043067227,0.31198233,0.276090558,0.411927112,0.689869655,0.310130345,0.515233181,0.254724802
AZ,MARICOPA,0193 DAISY,459,04013_0193 DAISY,MARICOPA,1993,627,589,645,777,805,549,1045,923,1383,0.472052846,0.527947154,0.17629332,0.259668508,0.306880964,0.257157207,0.687907677,0.011540391,0.23432012,0.066231811,0.336915637,0.316496507,0.346587856,0.666609161,0.333390839,0.448462033,0.239445644
AZ,MARICOPA,0194 DALE,758,04013_0194 DALE,MARICOPA,2151,583,242,1223,793,830,537,1091,983,1558,0.501164415,0.498835585,0.156671316,0.223616922,0.371920037,0.247791725,0.863319386,0.0023245,0.116225012,0.018131102,0.284667969,0.118164063,0.597167969,0.562122048,0.437877952,0.475040013,0.388279373
AZ,MARICOPA,0195 DALLAS,1140,04013_0195 DALLAS,MARICOPA,5151,1861,1093,1900,1422,1528,931,2125,1924,3298,0.484524041,0.515475959,0.19223301,0.242330097,0.301941748,0.263495146,0.75228111,0.010871675,0.212385944,0.02446127,0.383395138,0.225175113,0.391429749,0.733736683,0.266263317,0.543065364,0.209215747
AZ,MARICOPA,0196 DANBURY,887,04013_0196 DANBURY,MARICOPA,3031,848,750,1265,1336,1388,916,1703,1563,2278,0.492537313,0.507462687,0.165676568,0.246534653,0.324752475,0.263036304,0.802705378,0.011547344,0.133949192,0.051798086,0.296192805,0.261962976,0.441844219,0.656450548,0.343549452,0.517387498,0.28531788
AZ,MARICOPA,0197 DANYELL,350,04013_0197 DANYELL,MARICOPA,3800,1519,1433,682,1006,1090,540,1485,1278,2340,0.461395596,0.538604404,0.293838863,0.276461295,0.256977357,0.172722486,0.403264017,0.023690445,0.506712293,0.066333246,0.417996698,0.394331315,0.187671987,0.745672424,0.254327576,0.285063362,0.118200655
AZ,MARICOPA,0198 DARROW,217,04013_0198 DARROW,MARICOPA,1827,563,783,368,656,667,464,879,863,1254,0.557458564,0.442541436,0.266009852,0.318555008,0.223864258,0.191570881,0.737821565,0.016967707,0.181171319,0.064039409,0.328471412,0.456826138,0.21470245,0.57535205,0.42464795,0.411552242,0.326269324
AZ,MARICOPA,0199 DC RANCH,1209,04013_0199 DC RANCH,MARICOPA,4224,1330,899,1779,1398,1530,1039,2071,2092,3114,0.483432658,0.516567342,0.179062056,0.199668404,0.425627665,0.195641876,0.82192754,0.003315179,0.054226853,0.120530429,0.331836327,0.224301397,0.443862275,0.576987091,0.423012909,0.479494606,0.342432934
AZ,MARICOPA,0200 DEADMAN WASH,2302,04013_0200 DEADMAN WASH,MARICOPA,5372,1210,704,3193,2326,2469,1601,3120,2927,4229,0.49859944,0.50140056,0.133519553,0.183426443,0.408752328,0.274301676,0.891932178,0.00633501,0.070244084,0.031488727,0.236929704,0.13785001,0.625220286,0.523187911,0.476812089,0.459939131,0.431993048
AZ,MARICOPA,0201 DEER VALLEY,602,04013_0201 DEER VALLEY,MARICOPA,2976,1081,583,1154,748,808,465,1145,1076,1892,0.4921981,0.5078019,0.24302521,0.312605042,0.303529412,0.140840336,0.782033898,0.014237288,0.10779661,0.095932203,0.383605394,0.206884315,0.409510291,0.54162921,0.45837079,0.418433356,0.363600542
AZ,MARICOPA,0202 DEERVIEW,278,04013_0202 DEERVIEW,MARICOPA,985,297,268,356,335,347,256,467,458,667,0.472336066,0.527663934,0.198574338,0.218940937,0.305498982,0.276985743,0.825203252,0.014227642,0.080284553,0.080284553,0.32247557,0.290988056,0.386536374,0.450111534,0.549888466,0.372960113,0.452243139
AZ,MARICOPA,0203 DEL JOYA,1417,04013_0203 DEL JOYA,MARICOPA,3288,770,844,1492,1669,1747,1401,2075,2093,2686,0.46221816,0.53778184,0.099148418,0.121958637,0.298965937,0.479927007,0.895985401,0.005474453,0.040754258,0.057785888,0.247907276,0.271732131,0.480360592,0.233877836,0.766122164,0.209014052,0.686971349
AZ,MARICOPA,0204 DEL RIO,930,04013_0204 DEL RIO,MARICOPA,3243,969,1104,996,1491,1533,1072,1863,1813,2542,0.480511381,0.519488619,0.181313599,0.220166512,0.348751156,0.249768733,0.73604687,0.009250694,0.122417515,0.132284921,0.315738025,0.359726295,0.324535679,0.28245227,0.71754773,0.19775786,0.53828901
AZ,MARICOPA,0205 DENALI,1037,04013_0205 DENALI,MARICOPA,3446,1012,599,1684,1245,1319,842,1803,1697,2599,0.494172494,0.505827506,0.195008706,0.246662797,0.405687754,0.152640743,0.805281486,0.015380151,0.135809634,0.043528729,0.307132018,0.181790592,0.51107739,0.56379122,0.43620878,0.441643906,0.36363758
AZ,MARICOPA,0206 DESERT BELL,618,04013_0206 DESERT BELL,MARICOPA,3579,1382,1038,949,944,988,622,1401,1278,2278,0.453570421,0.546429579,0.234702431,0.310142498,0.261804973,0.193350098,0.713607153,0.05001397,0.153674211,0.082704666,0.410210745,0.308103295,0.28168596,0.659652908,0.340347092,0.458132019,0.255475134
AZ,MARICOPA,0207 DESERT BLOSSOM,683,04013_0207 DESERT BLOSSOM,MARICOPA,1959,551,478,815,722,754,545,959,972,1446,0.5,0.5,0.132720776,0.152628892,0.402756508,0.311893823,0.81265952,0.008167432,0.147524247,0.0316488,0.298806941,0.259219089,0.44197397,0.564583763,0.435416237,0.447313232,0.365346288
AZ,MARICOPA,0208 DESERT COVE,502,04013_0208 DESERT COVE,MARICOPA,2203,616,819,628,977,1019,754,1292,1259,1694,0.453302961,0.546697039,0.137085792,0.222423967,0.299591466,0.340898774,0.793917385,0.011348162,0.148433954,0.046300499,0.29859428,0.396994668,0.304411052,0.586915706,0.413084294,0.454585944,0.339331441
AZ,MARICOPA,0209 DESERT EDGE,821,04013_0209 DESERT EDGE,MARICOPA,4676,1638,1425,1405,1452,1544,919,2117,2004,3239,0.482906902,0.517093098,0.188877005,0.27144385,0.343315508,0.196363636,0.563729683,0.0320787,0.355218135,0.048973482,0.366606983,0.318934646,0.314458371,0.581414424,0.418585576,0.307567141,0.256162542
AZ,MARICOPA,0210 DESERT HARBOR,1433,04013_0210 DESERT HARBOR,MARICOPA,4401,1201,1063,1872,2055,2154,1473,2613,2449,3438,0.46776406,0.53223594,0.137625114,0.203594177,0.33166515,0.32711556,0.793683254,0.006134969,0.132697114,0.067484663,0.290377176,0.257011605,0.452611219,0.54582662,0.45417338,0.418126106,0.375557148
AZ,MARICOPA,0211 DESERT HAVEN,1079,04013_0211 DESERT HAVEN,MARICOPA,3766,1148,779,1651,1307,1399,770,1879,1775,2827,0.491181187,0.508818813,0.164099841,0.307753585,0.355018587,0.173127987,0.789166224,0.014073287,0.141795008,0.054965481,0.320849637,0.217719396,0.461430967,0.594223634,0.405776366,0.456511756,0.332654469
AZ,MARICOPA,0212 DESERT HIGHLANDS,1380,04013_0212 DESERT HIGHLANDS,MARICOPA,3175,768,532,1713,1358,1441,1125,1752,1756,2439,0.498103666,0.501896334,0.131023622,0.104566929,0.379527559,0.38488189,0.886614173,0.006929134,0.040314961,0.066141732,0.254895453,0.176568204,0.568536343,0.193682167,0.806317833,0.171167554,0.715446619
AZ,MARICOPA,0213 DESERT HILLS,1839,04013_0213 DESERT HILLS,MARICOPA,4393,1054,550,2547,1962,2042,1350,2517,2388,3439,0.498290403,0.501709597,0.122295605,0.180824414,0.408790708,0.288089274,0.903027544,0.003414523,0.066697018,0.026860915,0.253914719,0.132498193,0.613587087,0.541532123,0.458467877,0.481869609,0.421157935
AZ,MARICOPA,0214 DESERT MEADOWS,177,04013_0214 DESERT MEADOWS,MARICOPA,3142,1135,1353,492,796,830,430,1279,1146,2011,0.471594577,0.528405423,0.256206238,0.325588797,0.303628262,0.114576703,0.427434755,0.107256525,0.406429026,0.058879694,0.380872483,0.454026846,0.165100671,0.597537124,0.402462876,0.243332976,0.184101779
AZ,MARICOPA,0215 DESERT MIRAGE,540,04013_0215 DESERT MIRAGE,MARICOPA,2850,929,962,819,1015,1058,631,1381,1261,1946,0.482319661,0.517680339,0.222885223,0.237276237,0.326079326,0.213759214,0.515438596,0.015438596,0.415087719,0.054035088,0.342804428,0.35498155,0.302214022,0.663426777,0.336573223,0.319828966,0.195609631
AZ,MARICOPA,0216 DESERT OASIS,655,04013_0216 DESERT OASIS,MARICOPA,4240,1414,758,1835,935,998,503,1487,1258,2657,0.488250653,0.511749347,0.219811321,0.361320755,0.268160377,0.150707547,0.712160567,0.021723731,0.234946871,0.031168831,0.352882456,0.189168954,0.45794859,0.605118368,0.394881632,0.416541263,0.295619303
AZ,MARICOPA,0217 DESERT RIVER,34,04013_0217 DESERT RIVER,MARICOPA,728,297,239,153,107,109,62,179,160,348,0.477241379,0.522758621,0.377747253,0.284340659,0.20467033,0.133241758,0.651994498,0.063273728,0.240715268,0.044016506,0.431059507,0.346879536,0.222060958,0.699482131,0.300517869,0.451211434,0.200783064
AZ,MARICOPA,0218 DESERT ROSE,569,04013_0218 DESERT ROSE,MARICOPA,2343,746,769,709,920,956,636,1195,1150,1688,0.463121784,0.536878216,0.178556173,0.232806493,0.292609996,0.296027339,0.608194622,0.020913359,0.313700384,0.057191635,0.335431655,0.345773381,0.318794964,0.702772823,0.297227177,0.406157689,0.202036933
AZ,MARICOPA,0219 DESERT SAGE,2082,04013_0219 DESERT SAGE,MARICOPA,6575,1913,1393,2929,2762,2944,2019,3772,3608,5198,0.488201042,0.511798958,0.175361217,0.211406844,0.398174905,0.215057034,0.788441065,0.007756654,0.096273764,0.107528517,0.306816359,0.223416199,0.469767442,0.382690953,0.617309047,0.294577196,0.493863868
AZ,MARICOPA,0220 DESERT SKY,65,04013_0220 DESERT SKY,MARICOPA,1354,622,520,151,211,222,95,364,316,681,0.460555973,0.539444027,0.272525849,0.382570162,0.251846381,0.093057607,0.3788774,0.159527326,0.423190547,0.038404727,0.481051817,0.402165507,0.116782676,0.589573324,0.410426676,0.212058606,0.166818794
AZ,MARICOPA,0221 DESERT THUNDER,847,04013_0221 DESERT THUNDER,MARICOPA,5729,2150,1660,1637,1526,1645,869,2353,2162,3795,0.483530033,0.516469967,0.194691811,0.319189803,0.322507421,0.163610966,0.569732938,0.050794205,0.329900506,0.049572351,0.394712686,0.304754911,0.300532403,0.581562938,0.418437062,0.313492628,0.25624031
AZ,MARICOPA,0222 DESERT VISTA,533,04013_0222 DESERT VISTA,MARICOPA,2122,616,624,787,797,839,538,1100,1055,1578,0.489331437,0.510668563,0.187558907,0.205466541,0.404806786,0.202167766,0.677662582,0.019792648,0.252120641,0.050424128,0.303897385,0.307844105,0.38825851,0.430463819,0.569536181,0.27917686,0.398485723
AZ,MARICOPA,0223 DESOTO,397,04013_0223 DESOTO,MARICOPA,1898,631,563,582,807,820,528,1064,984,1427,0.499734184,0.500265816,0.151738672,0.29662803,0.316649104,0.234984194,0.765542677,0.009483667,0.174920969,0.050052687,0.355292793,0.317004505,0.327702703,0.602770072,0.397229928,0.455634721,0.309907955
AZ,MARICOPA,0224 DESSIE,134,04013_0224 DESSIE,MARICOPA,2968,1213,1234,393,622,658,341,955,851,1514,0.446337308,0.553662692,0.269878706,0.295148248,0.266172507,0.168800539,0.280660377,0.037061995,0.657681941,0.024595687,0.427112676,0.434507042,0.138380282,0.793963295,0.206036705,0.21880769,0.061852687
AZ,MARICOPA,0225 DEVONSHIRE,988,04013_0225 DEVONSHIRE,MARICOPA,5099,1638,1814,1412,1832,1901,1168,2458,2348,3597,0.482970297,0.517029703,0.191055316,0.226559435,0.33444488,0.247940369,0.521867033,0.028240832,0.384977447,0.064914689,0.336759868,0.372944079,0.290296053,0.674840261,0.325159739,0.325237626,0.196629407
AZ,MARICOPA,0226 DIABLO,315,04013_0226 DIABLO,MARICOPA,1804,523,703,466,729,749,505,957,933,1333,0.461667599,0.538332401,0.114808652,0.185246811,0.278979479,0.420965058,0.703662597,0.022752497,0.225305216,0.048279689,0.309101655,0.415484634,0.275413712,0.578092116,0.421907884,0.397697206,0.305965391
AZ,MARICOPA,0227 DIXILETA,2292,04013_0227 DIXILETA,MARICOPA,6455,1736,1310,3111,2957,3141,2239,3908,3804,5231,0.476220081,0.523779919,0.120310078,0.17627907,0.383255814,0.320155039,0.884275755,0.006041828,0.054376452,0.055305964,0.281955498,0.212765957,0.505278545,0.374605577,0.625394423,0.327113444,0.557162311
AZ,MARICOPA,0228 DOBBINS RANCH,275,04013_0228 DOBBINS RANCH,MARICOPA,2313,781,1023,405,749,813,455,1073,1024,1605,0.463521188,0.536478812,0.214440121,0.278858625,0.348897536,0.157803718,0.397751837,0.136619109,0.389537397,0.076091656,0.353553644,0.463105478,0.183340878,0.57571626,0.42428374,0.218623864,0.179127973
AZ,MARICOPA,0229 DOBSON PARK,660,04013_0229 DOBSON PARK,MARICOPA,1980,570,531,768,907,965,697,1186,1157,1550,0.486555048,0.513444952,0.153030303,0.192424242,0.374242424,0.28030303,0.768452983,0.006572295,0.11627907,0.108695652,0.304975923,0.284109149,0.410914928,0.330462783,0.669537217,0.244106584,0.524346399
AZ,MARICOPA,0230 DOBSON RANCH,1218,04013_0230 DOBSON RANCH,MARICOPA,4704,1404,1530,1496,2176,2245,1611,2812,2712,3686,0.485586163,0.514413837,0.160178685,0.254201234,0.290363752,0.295256328,0.804634354,0.011904762,0.126488095,0.056972789,0.316930023,0.34537246,0.337697517,0.390908247,0.609091753,0.302131605,0.502502749
AZ,MARICOPA,0231 DOS RIOS,141,04013_0231 DOS RIOS,MARICOPA,2385,912,1048,322,608,636,288,936,746,1463,0.450275074,0.549724926,0.273375262,0.340041929,0.272536688,0.114046122,0.296016771,0.05115304,0.614675052,0.038155136,0.39964943000000003,0.459246275,0.141104294,0.778013387,0.221986613,0.224491708,0.071525064
AZ,MARICOPA,0232 DOUBLETREE,1407,04013_0232 DOUBLETREE,MARICOPA,2794,727,562,1341,1432,1471,1192,1767,1768,2276,0.50755395699999994,0.492446043,0.151862464,0.153295129,0.380014327,0.31482808,0.790622763,0.006800286,0.042233357,0.160343593,0.276425856,0.213688213,0.509885932,0.190006809,0.809993191,0.15103644,0.639586323
AZ,MARICOPA,0233 DOVE,520,04013_0233 DOVE,MARICOPA,4716,1803,1400,1287,939,993,516,1606,1404,2663,0.479264643,0.520735357,0.251060221,0.33884648,0.281594572,0.128498728,0.514206955,0.029686175,0.427480916,0.028625954,0.40155902,0.311804009,0.286636971,0.708988121,0.291011879,0.349810698,0.164396257
AZ,MARICOPA,0234 DOVE VALLEY,639,04013_0234 DOVE VALLEY,MARICOPA,2580,823,578,1058,861,913,532,1249,1213,1948,0.476357952,0.523642048,0.162403101,0.287209302,0.356589147,0.19379845,0.811627907,0.017054264,0.093023256,0.078294574,0.334688898,0.2350549,0.430256202,0.419440022,0.580559978,0.330452434,0.481175473
AZ,MARICOPA,0235 DOVER,410,04013_0235 DOVER,MARICOPA,1438,343,580,430,863,875,773,1013,1024,1222,0.409630147,0.590369853,0.083100559,0.150139665,0.140363128,0.626396648,0.863699583,0.009040334,0.092489569,0.034770515,0.253510717,0.428677014,0.317812269,0.495084012,0.504915988,0.427368001,0.436331581
AZ,MARICOPA,0236 DREAMLAND VILLA,1937,04013_0236 DREAMLAND VILLA,MARICOPA,5229,1405,1336,2202,2289,2354,1809,2994,2941,4065,0.427666922,0.572333078,0.060084194,0.096823574,0.284156142,0.558936089,0.84716909,0.01013772,0.117061974,0.025631217,0.28424034,0.270281206,0.445478454,0.706702696,0.293297304,0.595549674,0.251619415
AZ,MARICOPA,0237 DREAMY DRAW,463,04013_0237 DREAMY DRAW,MARICOPA,2388,784,891,584,970,1033,729,1335,1261,1739,0.493894737,0.506105263,0.163735343,0.269681742,0.291038526,0.275544389,0.715542522,0.007959782,0.233347298,0.043150398,0.34705622,0.394422311,0.25852147,0.613540409,0.386459591,0.419349708,0.296192814
AZ,MARICOPA,0238 DREYFUS,893,04013_0238 DREYFUS,MARICOPA,2554,742,676,994,1167,1228,911,1514,1514,2033,0.470472441,0.529527559,0.121425774,0.203681943,0.332549941,0.342342342,0.841816758,0.003523884,0.060689115,0.093970243,0.307628524,0.28026534,0.412106136,0.248973651,0.751026349,0.206389943,0.635426815
AZ,MARICOPA,0239 DRIFTWOOD,1636,04013_0239 DRIFTWOOD,MARICOPA,4795,1327,1045,2173,2152,2243,1538,2773,2639,3705,0.497588593,0.502411407,0.170212766,0.253024614,0.322277847,0.254484773,0.810636079,0.008342023,0.123253389,0.057768509,0.291969197,0.229922992,0.478107811,0.492381871,0.507618129,0.384389771,0.426246308
AZ,MARICOPA,0240 DUBLIN,579,04013_0240 DUBLIN,MARICOPA,3211,1154,1051,833,1021,1061,664,1500,1356,2172,0.463859208,0.536140792,0.221806854,0.270716511,0.283800623,0.223676012,0.662410464,0.029274369,0.252257864,0.056057303,0.379855168,0.345951284,0.274193548,0.613739335,0.386260665,0.391288267,0.271122197
AZ,MARICOPA,0241 DUKE,680,04013_0241 DUKE,MARICOPA,2717,817,951,803,1029,1074,784,1377,1314,1926,0.431532198,0.568467802,0.16562385,0.241074715,0.246963563,0.346337873,0.759293338,0.030180346,0.16562385,0.044902466,0.317775185,0.369894982,0.312329833,0.688012017,0.311987983,0.513749361,0.245543977
AZ,MARICOPA,0242 DUNBAR,79,04013_0242 DUNBAR,MARICOPA,2959,1258,1173,377,460,492,271,723,643,1122,0.516741457,0.483258543,0.232927654,0.310682894,0.295469912,0.16091954,0.390804598,0.138269101,0.42765382,0.043272481,0.448005698,0.417735043,0.134259259,0.750657666,0.249342334,0.27148113,0.119323467
AZ,MARICOPA,0243 DURANGO,579,04013_0243 DURANGO,MARICOPA,4496,1709,1214,1358,920,972,539,1564,1337,2563,0.486794987,0.513205013,0.228031146,0.319021135,0.288765295,0.164182425,0.547375445,0.027135231,0.399688612,0.025800712,0.399205793,0.283578603,0.317215604,0.615147307,0.384852693,0.320399835,0.22697561
AZ,MARICOPA,0244 DUSTY TRAIL,968,04013_0244 DUSTY TRAIL,MARICOPA,3340,973,521,1688,1168,1241,654,1719,1496,2567,0.489783654,0.510216346,0.171659676,0.341521869,0.339724386,0.147094068,0.847904192,0.007185629,0.106886228,0.038023952,0.305782527,0.163733501,0.530483972,0.582004176,0.417995824,0.484776095,0.363128097
AZ,MARICOPA,0245 DWIGHT,153,04013_0245 DWIGHT,MARICOPA,948,328,353,213,360,375,245,462,451,689,0.503184713,0.496815287,0.21835443,0.317510549,0.248945148,0.215189873,0.720464135,0.011603376,0.199367089,0.068565401,0.36689038,0.394854586,0.238255034,0.580261883,0.419738117,0.40588812,0.314576015
AZ,MARICOPA,0246 DYNAMITE,1240,04013_0246 DYNAMITE,MARICOPA,3765,1080,853,1643,1678,1802,1233,2272,2172,3055,0.485486019,0.514513981,0.146386823,0.197662062,0.39957492,0.256376196,0.878554345,0.002125963,0.060058464,0.059261228,0.302013423,0.238534676,0.459451902,0.332960694,0.667039306,0.288946745,0.5896076
AZ,MARICOPA,0247 DYSART,386,04013_0247 DYSART,MARICOPA,1588,513,394,598,466,488,341,689,647,996,0.470253165,0.529746835,0.146095718,0.197732997,0.268261965,0.38790932,0.667506297,0.013224181,0.29093199,0.028337531,0.340863787,0.26179402,0.397342193,0.654672161,0.345327839,0.432978194,0.234528103
AZ,MARICOPA,0248 EASTMARK,954,04013_0248 EASTMARK,MARICOPA,3397,973,744,1526,1027,1129,694,1680,1659,2597,0.489946777,0.510053223,0.136002355,0.32617015,0.375625552,0.162201943,0.813034503,0.009731643,0.119138897,0.058094957,0.300030836,0.229417206,0.470551958,0.535544663,0.464455337,0.425844998,0.387189505
AZ,MARICOPA,0249 EASTRIDGE,830,04013_0249 EASTRIDGE,MARICOPA,3251,1100,753,1238,1023,1125,603,1536,1387,2357,0.481114551,0.518885449,0.191940941,0.321747155,0.334051061,0.152260843,0.7466133,0.009236453,0.194581281,0.049568966,0.355871886,0.243610482,0.400517632,0.583059128,0.416940872,0.420209694,0.326403606
AZ,MARICOPA,0250 EASTWING,725,04013_0250 EASTWING,MARICOPA,2476,761,473,1156,916,980,529,1304,1182,1933,0.464794465,0.535205535,0.132875606,0.326736672,0.372374798,0.168012924,0.788686869,0.014545455,0.096161616,0.100606061,0.318410042,0.19790795,0.483682008,0.388804205,0.611195795,0.305111685,0.483575184
AZ,MARICOPA,0251 ECHO,242,04013_0251 ECHO,MARICOPA,1923,706,680,424,582,607,364,808,719,1142,0.498412698,0.501587302,0.225169007,0.257410296,0.315132605,0.202288092,0.503900156,0.021320853,0.407176287,0.067602704,0.390055249,0.375690608,0.234254144,0.754460582,0.245539418,0.368158891,0.135741265
AZ,MARICOPA,0252 EDISON,103,04013_0252 EDISON,MARICOPA,2189,805,1030,244,537,570,321,835,726,1232,0.481788843,0.518211157,0.247483989,0.324336688,0.238334858,0.189844465,0.384333486,0.03435639,0.548786074,0.032524049,0.387205387,0.495430495,0.117364117,0.685960988,0.314039012,0.252283873,0.132049613
